Mod:Item:MetaData, Localized Name
immersiveintelligence:minecart:5, Minecart with LV Capacitor
immersiveintelligence:minecart:6, Minecart with MV Capacitor
immersiveintelligence:minecart:7, Minecart with HV Capacitor
immersiveintelligence:minecart:8, Minecart with Creative Capacitor
immersiveintelligence:minecart:9, Minecart with Creative Storage Crate
immersiveintelligence:minecart:10, Minecart with Creative Barrel
immersiveintelligence:minecart:11, Minecart with Steel Barrel
immersiveintelligence:minecart:12, Minecart with Open Metal Barrel
immersiveintelligence:radio_configurator:0, Basic Radio Tuner
immersiveintelligence:radio_configurator:1, Advanced Radio Tuner
immersiveintelligence:measuring_cup, Engineer's Measuring Cup
immersiveintelligence:precission_tool:0, Precision Buzzsaw
immersiveintelligence:precission_tool:1, Precision Drill
immersiveintelligence:precission_tool:2, Precision Inserter
immersiveintelligence:precission_tool:3, Precision Solderer
immersiveintelligence:precission_tool:4, Precision Welder
immersiveintelligence:precission_tool:5, Precision Hammer
immersiveintelligence:assembly_scheme, Assembly Scheme
immersiveintelligence:sawblade:0, Iron Saw Blade
immersiveintelligence:sawblade:1, Steel Saw Blade
immersiveintelligence:sawblade:2, Tungsten Saw Blade
immersiveintelligence:binoculars:0, Binoculars
immersiveintelligence:binoculars:1, Infrared Binoculars
immersiveintelligence:machinegun, Machinegun
immersiveintelligence:submachinegun, Submachinegun
immersiveintelligence:mortar, Mortar
immersiveintelligence:weapon_upgrade:0, Heavy Barrel
immersiveintelligence:weapon_upgrade:1, Water Cooled Barrel
immersiveintelligence:weapon_upgrade:2, Belt Fed Ammunition Loader
immersiveintelligence:weapon_upgrade:3, Second Magazine
immersiveintelligence:weapon_upgrade:4, Field Bipod
immersiveintelligence:weapon_upgrade:5, Precise Bipod
immersiveintelligence:weapon_upgrade:6, Scope
immersiveintelligence:weapon_upgrade:7, Infrared Scope
immersiveintelligence:weapon_upgrade:8, Attachable Shields
immersiveintelligence:weapon_upgrade:9, Tripod
immersiveintelligence:weapon_upgrade:10, Sturdy Barrel
immersiveintelligence:weapon_upgrade:11, Suppressor
immersiveintelligence:weapon_upgrade:12, Bottom Loader
immersiveintelligence:weapon_upgrade:13, Folding Stock
immersiveintelligence:light_engineer_armor_helmet, Engineer's Light Helmet
immersiveintelligence:light_engineer_armor_chestplate, Engineer's Light Chestplate
immersiveintelligence:light_engineer_armor_leggings, Engineer's Light Leggings
immersiveintelligence:light_engineer_armor_boots, Engineer's Light Boots
immersiveintelligence:armor_upgrade:0, Gas Mask
immersiveintelligence:armor_upgrade:1, Infiltrator's Headgear
immersiveintelligence:armor_upgrade:2, Technician's Headgear
immersiveintelligence:armor_upgrade:3, Engineer's Headgear
immersiveintelligence:armor_upgrade:4, Steel Armor Plates
immersiveintelligence:armor_upgrade:5, Composite Armor Plates
immersiveintelligence:armor_upgrade:6, Hazmat Coating
immersiveintelligence:armor_upgrade:7, Heat-Resistant Coating
immersiveintelligence:armor_upgrade:8, Anti-Static Mesh
immersiveintelligence:armor_upgrade:9, Camouflage Mesh
immersiveintelligence:armor_upgrade:10, Infrared-Absorbing Mesh
immersiveintelligence:armor_upgrade:11, Scuba Tank
immersiveintelligence:armor_upgrade:13, Exoskeleton
immersiveintelligence:armor_upgrade:14, Boots Reinforcement
immersiveintelligence:armor_upgrade:15, Snow Rackets
immersiveintelligence:armor_upgrade:16, Flippers
immersiveintelligence:armor_upgrade:17, Internal Springs
immersiveintelligence:advanced_powerpack, Improved Capacitor Backpack
immersiveintelligence:ammo_casing:0, Artillery Shell Casing
immersiveintelligence:ammo_casing:1, Mortar Shell Casing
immersiveintelligence:ammo_casing:2, Light Artillery Shell Casing
immersiveintelligence:ammo_casing:3, Autocannon Shell Casing
immersiveintelligence:ammo_casing:4, Machinegun Bullet Casing
immersiveintelligence:ammo_casing:5, Assault Rifle Bullet Casing
immersiveintelligence:ammo_casing:6, Submachinegun Bullet Casing
immersiveintelligence:ammo_casing:7, Naval Mine Casing
immersiveintelligence:ammo_casing:8, Tripmine Casing
immersiveintelligence:ammo_casing:9, Landmine Casing
immersiveintelligence:ammo_casing:10, Radio-Equipped Satchel
immersiveintelligence:bullet_magazine:0, Machinegun Magazine
immersiveintelligence:bullet_magazine:1, Submachinegun Magazine
immersiveintelligence:bullet_magazine:3, Submachinegun Drum Magazine
immersiveintelligence:bullet_magazine:4, Assault Rifle Magazine
immersiveintelligence:bullet_magazine:5, Autocannon Magazine
immersiveintelligence:bullet_magazine:6, CPDS Drum Magazine
immersiveintelligence:punchtape, Punchtape
immersiveintelligence:printed_page:0, Blank Page
immersiveintelligence:printed_page:1, Printed Text
immersiveintelligence:printed_page:2, Printed Code
immersiveintelligence:printed_page:3, Printed Construction Scheme
immersiveintelligence:tracer_powder:0, Tracer Powder
immersiveintelligence:tracer_powder:1, Flare Powder
immersiveintelligence:rubber_log:0, Rubber Tree Wood
immersiveintelligence:rubber_leaves, tile.immersiveintelligence.rubber_leaves.name
immersiveintelligence:rubber_sapling, tile.immersiveintelligence.rubber_sapling.name
immersiveintelligence:charred_log, tile.immersiveintelligence.charred_log.name
immersiveintelligence:ore:0, Platinum Ore
immersiveintelligence:ore:1, Zinc Ore
immersiveintelligence:ore:2, Tungsten Ore
immersiveintelligence:ore:3, Salt Ore
immersiveintelligence:ore:4, Nether Fluorite Ore
immersiveintelligence:ore:5, Nether Phosphorus Ore
immersiveintelligence:sheetmetal:0, Platinum Sheetmetal
immersiveintelligence:sheetmetal:1, Zinc Sheetmetal
immersiveintelligence:sheetmetal:2, Tungsten Sheetmetal
immersiveintelligence:sheetmetal:3, Brass Sheetmetal
immersiveintelligence:sheetmetal:4, Duraluminium Sheetmetal
immersiveintelligence:storage:0, Platinum Block
immersiveintelligence:storage:1, Zinc Block
immersiveintelligence:storage:2, Tungsten Block
immersiveintelligence:storage:3, Brass Block
immersiveintelligence:storage:4, Duraluminium Block
immersiveintelligence:storage_slab:0, Platinum Slab
immersiveintelligence:storage_slab:1, Zinc Slab
immersiveintelligence:storage_slab:2, Tungsten Slab
immersiveintelligence:storage_slab:3, Brass Slab
immersiveintelligence:storage_slab:4, Duraluminium Slab
immersiveintelligence:sheetmetal_slab:0, Platinum Sheetmetal Slab
immersiveintelligence:sheetmetal_slab:1, Zinc Sheetmetal Slab
immersiveintelligence:sheetmetal_slab:2, Tungsten Sheetmetal Slab
immersiveintelligence:sheetmetal_slab:3, Brass Sheetmetal Slab
immersiveintelligence:sheetmetal_slab:4, Duraluminium Sheetmetal Slab
immersiveintelligence:stone_decoration, tile.immersiveintelligence.stone_decoration.name
immersiveintelligence:cloth_decoration:0, Rope Coil
immersiveintelligence:cloth_decoration:1, Cloth Motor Belt Coil
immersiveintelligence:cloth_decoration:2, Rubber Motor Belt Coil
immersiveintelligence:metal_decoration:0, Data Cable Coil
immersiveintelligence:metal_decoration:1, Electronic Engineering Block
immersiveintelligence:metal_decoration:2, Advanced Electronic Engineering Block
immersiveintelligence:metal_decoration:3, Mechanical Engineering Block
immersiveintelligence:metal_decoration:4, Heavy Mechanical Engineering Block
immersiveintelligence:metal_decoration:5, Steel Motor Belt Coil
immersiveintelligence:metal_decoration:6, Computer Engineering Block
immersiveintelligence:concrete_decoration:0, Concrete Bricks
immersiveintelligence:concrete_decoration:1, Panzerconcrete Bricks
immersiveintelligence:concrete_decoration:2, Überconcrete Bricks
immersiveintelligence:concrete_decoration_slab:0, Concrete Bricks Slab
immersiveintelligence:concrete_decoration_slab:1, Panzerconcrete Bricks Slab
immersiveintelligence:concrete_decoration_slab:2, Überconcrete Bricks Slab
immersiveintelligence:concrete_decoration_stairs_concrete_bricks, Concrete Bricks Slab
immersiveintelligence:concrete_decoration_stairs_sturdy_concrete_bricks, Panzerconcrete Bricks Stairs
immersiveintelligence:concrete_decoration_stairs_uberconcrete, Überconcrete Bricks Stairs
immersiveintelligence:metal_fortification:0, Steel Chain Fence
immersiveintelligence:metal_fortification:1, Brass Chain Fence
immersiveintelligence:metal_fortification:2, Aluminium Chain Fence
immersiveintelligence:metal_fortification1, tile.immersiveintelligence.metal_fortification1.name
immersiveintelligence:wooden_fortification:0, Wooden Steel Chain Fence
immersiveintelligence:wooden_fortification:1, Wooden Brass Chain Fence
immersiveintelligence:metal_device:0, Steel Crate
immersiveintelligence:metal_device:1, Ammunition Crate
immersiveintelligence:metal_device:2, Small Data Buffer
immersiveintelligence:metal_device:3, Timed Buffer
immersiveintelligence:metal_device:4, Redstone Buffer
immersiveintelligence:metal_device:5, Punchtape Reader
immersiveintelligence:metal_device:6, Data Router
immersiveintelligence:metal_device:7, Data Combiner
immersiveintelligence:metal_device:8, Medical Crate
immersiveintelligence:metal_device:9, Repair Crate
immersiveintelligence:metal_device:10, Latex Collector
immersiveintelligence:metal_device1, tile.immersiveintelligence.metal_device1.name
immersiveintelligence:data_connector:0, Data Connector
immersiveintelligence:data_connector:1, Data Relay
immersiveintelligence:data_connector:2, Alarm Siren
immersiveintelligence:data_connector:3, Item Inserter
immersiveintelligence:data_connector:4, Fluid Inserter
immersiveintelligence:data_connector:5, Advanced Inserter
immersiveintelligence:data_connector:7, Chemical Dispenser
immersiveintelligence:data_connector:8, Programmable Speaker
immersiveintelligence:data_connector:9, Data Debugger
immersiveintelligence:data_connector:10, Data Callback Connector
immersiveintelligence:small_crate:0, Small Wooden Crate (Box)
immersiveintelligence:small_crate:1, Small Wooden Crate (Cube)
immersiveintelligence:small_crate:2, Small Wooden Crate (Wide)
immersiveintelligence:small_crate:3, Small Metal Crate (Box)
immersiveintelligence:small_crate:4, Small Metal Crate (Cube)
immersiveintelligence:small_crate:5, Small Metal Crate (Wide)
immersiveintelligence:mine_sign, tile.immersiveintelligence.mine_sign.name
immersiveintelligence:tripmine:0, Tripmine
immersiveintelligence:tellermine:0, Landmine
immersiveintelligence:radio_explosives:0, Radio Explosives
immersiveintelligence:tripwire_connector, tile.immersiveintelligence.tripwire_connector.name
immersiveintelligence:mechanical_device:0, Wooden Transmission Box
immersiveintelligence:mechanical_device:1, Creative Transmission Box
immersiveintelligence:mechanical_device1, tile.immersiveintelligence.mechanical_device1.name
immersiveintelligence:gearbox, tile.immersiveintelligence.gearbox.name
immersiveintelligence:mechanical_connector, tile.immersiveintelligence.mechanical_connector.name
immersiveintelligence:fence_brass, Brass Fence
immersiveintelligence:fence_tungsten, Tungsten Fence
immersiveintelligence:fence_zinc, Zinc Fence
immersiveintelligence:fence_platinum, Platinum Fence
immersiveintelligence:fence_duraluminium, Duraluminium Fence
matteroverdrive:dilithium_ore, Dilithium Ore
matteroverdrive:tritanium_ore, Tritanium Ore
matteroverdrive:tritanium_block, Tritanium Block
matteroverdrive:machine_hull, Machine Hull
matteroverdrive:decomposer, Matter Decomposer
matteroverdrive:matter_recycler, Matter Recycler
matteroverdrive:replicator, Matter Replicator
matteroverdrive:matter_pipe, Matter Transport Pipe
matteroverdrive:heavy_matter_pipe, Heavy Duty Matter Transport Pipe
matteroverdrive:network_pipe, Matter Network Cable
matteroverdrive:network_router, Matter Network Router
matteroverdrive:matter_analyzer, Matter Analyzer
matteroverdrive:pattern_monitor, Pattern Monitor
matteroverdrive:pattern_storage, Pattern Storage
matteroverdrive:network_switch, Matter Network Switch
matteroverdrive:solar_panel, Solar Panel
matteroverdrive:gravitational_anomaly, Gravitational Anomaly
matteroverdrive:gravitational_stabilizer, Gravitational Stabilizer
matteroverdrive:fusion_reactor_controller, Fusion Reactor Controller
matteroverdrive:fusion_reactor_coil, Fusion Reactor Coil
matteroverdrive:fusion_reactor_io, Fusion Reactor IO
matteroverdrive:matter_plasma, Matter Plasma
matteroverdrive:molten_tritanium, Molten Tritanium
matteroverdrive:tritanium_crate, Tritanium Crate
matteroverdrive:tritanium_crate_white, White Tritanium Crate
matteroverdrive:tritanium_crate_orange, Orange Tritanium Crate
matteroverdrive:tritanium_crate_magenta, Magenta Tritanium Crate
matteroverdrive:tritanium_crate_light_blue, Light Blue Tritanium Crate
matteroverdrive:tritanium_crate_yellow, Yellow Tritanium Crate
matteroverdrive:tritanium_crate_lime, Lime Tritanium Crate
matteroverdrive:tritanium_crate_pink, Pink Tritanium Crate
matteroverdrive:tritanium_crate_gray, Gray Tritanium Crate
matteroverdrive:tritanium_crate_silver, Light Gray Tritanium Crate
matteroverdrive:tritanium_crate_cyan, Cyan Tritanium Crate
matteroverdrive:tritanium_crate_purple, Purple Tritanium Crate
matteroverdrive:tritanium_crate_blue, Blue Tritanium Crate
matteroverdrive:tritanium_crate_brown, Brown Tritanium Crate
matteroverdrive:tritanium_crate_green, Green Tritanium Crate
matteroverdrive:tritanium_crate_red, Red Tritanium Crate
matteroverdrive:tritanium_crate_black, Black Tritanium Crate
matteroverdrive:inscriber, Molecular Inscriber
matteroverdrive:contract_market, Contract Market
matteroverdrive:android_spawner, Rogue Android Spawner
matteroverdrive:spacetime_accelerator, Space-Time Accelerator
matteroverdrive:pylon, Dimensional Pylon
matteroverdrive:transporter, Transporter
matteroverdrive:star_map, Star Map
matteroverdrive:holo_sign, Holographic Sign
matteroverdrive:weapon_station, Weapon Station
matteroverdrive:android_station, Android Station
matteroverdrive:charging_station, Charging Station
matteroverdrive:decorative.stripes, Yellow Stripes
matteroverdrive:decorative.coils, Coils
matteroverdrive:decorative.clean, Tritanium Smooth Plate
matteroverdrive:decorative.vent.dark, Dark Vent
matteroverdrive:decorative.vent.bright, Vent
matteroverdrive:decorative.holo_matrix, Holographic Matrix
matteroverdrive:decorative.tritanium_plate, Tritanium Plate
matteroverdrive:decorative.tritanium_plate_stripe, Tritanium Plate Guided
matteroverdrive:decorative.carbon_fiber_plate, Carbon Fiber Plate
matteroverdrive:decorative.matter_tube, Matter Tube
matteroverdrive:decorative.beams, Tritanium Grate
matteroverdrive:decorative.floor_tiles, Colored Floor Tiles
matteroverdrive:decorative.floor_tile, Colored Floor Tile
matteroverdrive:decorative.floor_noise, Linoleum Floor
matteroverdrive:decorative.white_plate, Soft Wall Plates
matteroverdrive:decorative.separator, Tritanium Rail
matteroverdrive:decorative.tritanium_lamp, Tritanium Lamp
matteroverdrive:decorative.tritanium_plate_colored, Colored Tritanium Plate
matteroverdrive:decorative.engine_exhaust_plasma, Engine Exhaust Plasma
matteroverdrive:microwave, Microwave
matteroverdrive:industrial_glass, Industrial Glass
matteroverdrive:new_tritanium_crate, New Tritanium Crate
matteroverdrive:dilithium_crystal, Dilithium Crystal
matteroverdrive:tritanium_ingot, Tritanium Ingot
matteroverdrive:tritanium_nugget, Tritanium Nugget
matteroverdrive:tritanium_dust, Tritanium Dust
matteroverdrive:tritanium_plate, Tritanium Plate
matteroverdrive:matter_dust, Matter Dust
matteroverdrive:matter_dust_refined, Refined Matter Dust
matteroverdrive:android_pill:0, Red Pill
matteroverdrive:android_pill:1, Blue Pill
matteroverdrive:android_pill:2, Yellow Pill
matteroverdrive:emergency_ration, Emergency Ration
matteroverdrive:earl_gray_tea, Tea. Earl Grey. Hot.
matteroverdrive:romulan_ale, Romulan Ale
matteroverdrive:battery, Battery
matteroverdrive:hc_battery, High Capacity Battery
matteroverdrive:creative_battery, Creative Battery
matteroverdrive:matter_container, item.matteroverdrive.matter_container.name
matteroverdrive:me_conversion_matrix, Matter-Energy Conversion Matrix
matteroverdrive:h_compensator, Heisenberg Compensator
matteroverdrive:integration_matrix, Integration Matrix
matteroverdrive:machine_casing, Machine Casing
matteroverdrive:s_magnet, Superconductor Magnet
